date,open,high,close,low,volume,amount
2017-12-29,280.06,287.91,287.75,279.16,2968304.0,103717980.0
2017-12-28,275.48,288.32,278.09,274.66,3737694.0,129561085.0
2017-12-27,278.26,280.55,275.48,274.0,1983957.0,67079452.0
2017-12-26,286.19,289.54,279.81,274.0,3515702.0,120953857.0
2017-12-25,276.46,281.37,280.96,274.0,3178168.0,108445642.0
2017-12-22,276.87,280.71,273.51,273.1,1193367.0,40239765.0
2017-12-21,266.72,281.61,276.87,266.23,3190938.0,107427291.0
2017-12-20,264.19,271.06,268.69,262.14,3036586.0,99190372.0
2017-12-19,260.26,267.3,265.74,260.26,2396420.0,77463817.0
2017-12-18,265.01,267.38,259.85,257.64,1897567.0,60748832.0
2017-12-15,268.61,269.83,263.78,260.35,1867385.0,60290491.0
2017-12-14,271.8,271.8,267.38,262.96,2557791.0,83321912.0
2017-12-13,261.74,272.78,272.12,256.83,3930519.0,129504393.0
2017-12-12,259.85,267.54,260.51,256.42,2527305.0,81410269.0
2017-12-11,252.41,263.62,259.85,250.69,2328776.0,73425029.0
2017-12-08,250.28,256.66,251.51,246.6,3255162.0,100924896.0
2017-12-07,240.31,249.47,249.47,237.44,3111273.0,93316395.0
2017-12-06,239.16,243.41,239.81,235.97,2716462.0,79603974.0
2017-12-05,246.93,246.93,238.42,235.89,3504922.0,102974633.0
2017-12-04,246.6,253.06,246.85,245.21,2132221.0,64686597.0
2017-12-01,248.32,255.44,248.49,247.01,2217818.0,68002914.0
2017-11-30,255.6,256.17,249.3,249.22,1651485.0,50727364.0
2017-11-29,252.74,262.55,256.25,251.35,2589338.0,80909333.0
2017-11-28,245.21,253.56,252.74,245.21,1597879.0,49046192.0
2017-11-27,257.24,261.24,245.46,241.45,2418918.0,74317569.0
2017-11-24,258.55,262.88,259.53,251.26,2908073.0,91374241.0
2017-11-23,269.01,271.47,259.44,257.73,3764053.0,122187300.0
2017-11-22,258.46,273.19,269.91,258.46,6573866.0,215499572.0
2017-11-21,278.26,280.06,258.22,255.19,6556316.0,211724695.0
2017-11-20,264.19,281.37,278.5,264.19,2602538.0,87047668.0
2017-11-17,274.9,278.42,268.93,266.72,3089977.0,103044719.0
2017-11-16,281.37,281.45,275.64,273.19,2199518.0,74203159.0
2017-11-15,279.16,282.84,281.2,274.08,3139605.0,106972746.0
