date,open,high,close,low,volume,amount
2017-12-29,16.43,16.43,15.95,15.79,12432110.0,198614632.0
2017-12-28,16.29,16.77,16.43,15.48,19792665.0,319751766.0
2017-12-27,16.32,17.04,16.36,16.11,19186192.0,316255833.0
2017-12-26,16.29,16.51,16.25,16.09,15147101.0,245142863.0
2017-12-25,15.73,16.68,16.63,15.33,25931591.0,416433515.0
2017-12-22,15.71,15.98,15.72,15.48,11451643.0,179368975.0
2017-12-21,16.11,16.16,15.74,15.49,14703200.0,230280450.0
2017-12-20,16.14,16.39,16.19,15.88,16223188.0,259249873.0
2017-12-19,16.56,16.63,16.3,15.89,22189603.0,357373577.0
2017-12-18,15.4,17.02,16.68,15.4,32612766.0,528877060.0
2017-12-15,14.15,15.66,15.66,13.93,26177598.0,388719312.0
2017-12-14,13.62,14.56,14.23,13.62,15815594.0,223585433.0
2017-12-13,13.25,13.47,13.4,13.22,2692198.0,35796208.0
2017-12-12,13.55,13.55,13.31,13.15,3656267.0,48635565.0
2017-12-11,13.4,13.55,13.51,13.33,3854151.0,51642486.0
2017-12-08,13.32,13.47,13.4,13.25,4854369.0,64609565.0
2017-12-07,13.16,13.85,13.51,13.04,8921661.0,119925138.0
2017-12-06,13.08,13.25,13.18,12.89,5848643.0,76002482.0
2017-12-05,13.83,13.85,13.24,13.14,6732474.0,90134125.0
2017-12-04,14.22,14.35,13.91,13.77,4789142.0,66961862.0
2017-12-01,14.0,14.3,14.23,14.0,3325125.0,46892206.0
2017-11-30,14.27,14.32,14.12,14.07,4918168.0,69335340.0
2017-11-29,14.19,14.54,14.39,14.19,6425368.0,92056533.0
2017-11-28,13.92,14.46,14.35,13.86,6752252.0,95458356.0
2017-11-27,13.95,14.04,13.89,13.8,3539855.0,48922742.0
2017-11-24,13.73,14.15,14.05,13.58,5218767.0,72200532.0
2017-11-23,14.23,14.44,13.94,13.87,6418145.0,90851027.0
2017-11-22,14.14,14.38,14.32,13.9,9261782.0,130567646.0
2017-11-21,14.56,14.67,14.6,14.38,6554640.0,94535711.0
2017-11-20,15.49,15.54,14.76,14.27,8845343.0,129260025.0
2017-11-17,16.19,16.49,15.38,15.19,9850779.0,154783735.0
2017-11-16,16.75,16.88,16.39,16.39,7184240.0,118176907.0
2017-11-15,16.68,17.03,16.89,16.68,8565064.0,144099251.0
2017-11-14,16.62,16.77,16.61,16.55,4574216.0,75772621.0
2017-11-13,16.8,16.88,16.67,16.57,5611544.0,92985060.0
2017-11-10,17.13,17.23,16.97,16.92,4822401.0,81537143.0
2017-11-09,16.95,17.21,17.12,16.95,5918840.0,100628967.0
