date,open,high,close,low,volume,amount
2016-08-23,337.75,340.53,338.18,335.39,21135650.0,333426190.0
2016-08-22,339.25,341.18,337.1,336.68,18247636.0,288426894.0
2016-08-19,339.03,340.53,339.03,336.89,22179809.0,350660995.0
2016-08-18,343.1,347.39,339.03,336.89,45695847.0,727026983.0
2016-08-17,351.03,353.18,345.25,344.18,37271752.0,604739762.0
2016-08-16,351.46,356.18,346.1,344.82,58681047.0,955772959.0
2016-08-15,338.6,364.32,353.61,338.39,89887277.0,1481053089.0
2016-08-12,330.03,339.68,338.6,329.82,32137690.0,503713851.0
2016-08-11,331.53,336.03,331.75,331.1,23378779.0,364060715.0
2016-08-10,333.46,334.1,330.89,330.03,15150979.0,234960256.0
2016-08-09,329.6,333.03,332.39,328.75,14775957.0,228274508.0
2016-08-08,326.82,329.82,329.6,324.89,10335564.0,158141201.0
2016-08-05,326.82,331.53,327.46,325.74,15091728.0,231079783.0
2016-08-04,325.74,327.25,325.96,324.46,12559220.0,190888608.0
2016-08-03,325.96,327.46,326.17,324.67,8346557.0,127116760.0
2016-08-02,325.53,327.67,325.96,324.24,8039385.0,122375216.0
2016-08-01,329.6,330.03,325.32,324.24,12891421.0,196672820.0
2016-07-29,331.32,333.67,327.03,327.03,15816394.0,243173939.0
2016-07-28,337.96,337.96,331.32,330.25,24855687.0,386805647.0
2016-07-27,337.53,340.75,340.53,323.6,53539650.0,832149970.0
2016-07-26,332.82,337.75,337.32,332.82,29475471.0,462597039.0
2016-07-25,332.6,336.46,333.67,331.1,17446824.0,272130699.0
2016-07-22,337.1,338.6,332.82,332.17,18100231.0,282915823.0
2016-07-21,335.17,340.32,337.32,334.32,21828045.0,344365826.0
2016-07-20,333.46,337.1,334.75,333.46,16961851.0,265686889.0
2016-07-19,331.53,337.1,335.17,331.53,24334131.0,379586861.0
2016-07-18,336.46,336.46,330.89,329.17,25934213.0,402360139.0
2016-07-15,346.32,346.32,337.96,336.25,28142709.0,444761094.0
2016-07-14,341.29,343.38,342.13,339.63,28004822.0,459268727.0
2016-07-13,338.17,346.92,341.09,338.17,44341176.0,728106876.0
2016-07-12,329.21,336.92,336.29,328.79,42021980.0,671872276.0
2016-07-11,331.92,334.21,329.21,328.58,29250990.0,466218604.0
2016-07-08,327.33,332.33,329.83,327.33,23292053.0,368885565.0
2016-07-07,327.96,331.29,329.0,325.46,22879337.0,360699576.0
2016-07-06,330.25,330.46,327.96,325.04,20750974.0,326294847.0
2016-07-05,330.25,332.33,330.25,326.71,26723650.0,422549829.0
2016-07-04,320.25,333.38,330.25,319.21,59535406.0,940742284.0
2016-07-01,322.96,326.08,321.08,320.46,31467696.0,489175704.0
2016-06-30,321.71,326.5,321.29,320.88,32463845.0,505889829.0
2016-06-29,320.88,326.92,321.92,320.88,35016523.0,543502152.0
2016-06-28,318.38,324.42,320.25,317.12,34409754.0,529388228.0
2016-06-27,312.75,319.42,318.79,312.75,18604158.0,283952572.0
2016-06-24,320.88,325.04,312.54,307.96,33805278.0,515448722.0
2016-06-23,320.04,321.92,320.67,317.33,18209653.0,279471648.0
2016-06-22,315.67,320.25,320.04,314.83,18022196.0,275424491.0
2016-06-21,315.46,329.21,316.29,314.83,33155177.0,511957736.0
2016-06-20,316.5,317.75,314.0,312.96,15610366.0,235705918.0
2016-06-17,312.33,319.0,313.79,311.92,30039650.0,455001294.0
2016-06-16,310.87,316.29,311.71,310.04,24246296.0,363900204.0
2016-06-15,307.33,318.38,312.54,306.5,28393307.0,427259359.0
2016-06-14,309.42,313.38,311.5,307.75,22345379.0,333434981.0
2016-06-13,316.92,320.25,309.42,307.96,35318671.0,533812092.0
2016-06-08,321.92,323.38,321.5,319.62,25842489.0,398835610.0
2016-06-07,321.08,324.63,321.71,320.88,20113878.0,311569976.0
2016-06-06,322.96,324.0,321.29,320.46,20587356.0,318477609.0
2016-06-03,326.5,327.75,322.13,320.46,40821267.0,633592728.0
2016-06-02,325.04,327.13,324.42,322.13,29540770.0,460479458.0
2016-06-01,328.79,333.38,325.04,324.63,55014776.0,866884208.0
2016-05-31,312.75,335.25,330.25,312.75,97748976.0,1543184585.0
2016-05-30,310.67,313.37,312.75,308.37,27056531.0,404794028.0
2016-05-27,312.12,312.33,309.42,308.37,15734373.0,234394851.0
2016-05-26,309.0,312.54,312.12,307.54,21862415.0,325834323.0
2016-05-25,314.21,316.5,309.83,309.62,28238298.0,425095012.0
2016-05-24,309.83,312.54,310.46,308.17,23862093.0,355264211.0
